id,venom,effect,pmid,created_at,updated_at
34304,huachansu,thrombotic thrombocytopenic purpura,22782343,2014-12-30 02:30:24.809042,2014-12-30 02:30:24.809042
34305,huachansu,malignant neoplastic disease,22919734,2014-12-30 02:30:24.822399,2014-12-30 02:30:24.822399
34306,huachansu,malignant tumor of pancreas,22919734,2014-12-30 02:30:24.832154,2014-12-30 02:30:24.832154
34307,huachansu,"neoplasm, malignant (primary)",22919734,2014-12-30 02:30:24.84131,2014-12-30 02:30:24.84131
34308,huachansu,allergic reaction,23285945,2014-12-30 02:30:24.850908,2014-12-30 02:30:24.850908
34309,huachansu,malignant tumor of stomach,23692970,2014-12-30 02:30:24.866102,2014-12-30 02:30:24.866102
34310,huachansu,quality of life satisfaction,23692970,2014-12-30 02:30:24.875626,2014-12-30 02:30:24.875626
34311,huachansu,neuropathy,23692970,2014-12-30 02:30:24.885111,2014-12-30 02:30:24.885111
34312,huachansu,leukopenia,23692970,2014-12-30 02:30:24.895757,2014-12-30 02:30:24.895757
34313,immunoglobulin idiotype,recruitment,19749091,2014-12-30 02:30:24.905623,2014-12-30 02:30:24.905623
34314,immunoglobulin idiotype,malignant lymphoma (clinical),19749091,2014-12-30 02:30:24.914591,2014-12-30 02:30:24.914591
34315,immunoglobulin idiotype,malignant lymphoma,19749091,2014-12-30 02:30:24.923928,2014-12-30 02:30:24.923928
34316,immunoglobulin idiotype,"human parturition, function",19749091,2014-12-30 02:30:24.936645,2014-12-30 02:30:24.936645
34317,immunoglobulin idiotype,neoplasm,19749091,2014-12-30 02:30:24.946714,2014-12-30 02:30:24.946714
34318,apoptosis regulatory proteins,squamous cell carcinoma,19754129,2014-12-30 02:30:24.956481,2014-12-30 02:30:24.956481
34319,apoptosis regulatory proteins,malignant neoplastic disease,19754129,2014-12-30 02:30:24.967108,2014-12-30 02:30:24.967108
34320,apoptosis regulatory proteins,"neoplasm, malignant (primary)",19754129,2014-12-30 02:30:24.976449,2014-12-30 02:30:24.976449
34321,apoptosis regulatory proteins,leukemia,19754129,2014-12-30 02:30:24.985722,2014-12-30 02:30:24.985722
34322,hydroxyproline,metachromatic leukodystrophy,19825384,2014-12-30 02:30:24.995208,2014-12-30 02:30:24.995208
34323,hydroxyproline,arthritis,19825384,2014-12-30 02:30:25.005926,2014-12-30 02:30:25.005926
34324,cadherin 5,deep venous thrombosis,19825915,2014-12-30 02:30:25.016725,2014-12-30 02:30:25.016725
34332,"erbb2 protein, human",malignant neoplastic disease,19896266,2014-12-30 02:30:25.152511,2014-12-30 02:30:25.152511
34333,"erbb2 protein, human","neoplasm, malignant (primary)",19896266,2014-12-30 02:30:25.167265,2014-12-30 02:30:25.167265
34334,"erbb2 protein, human",malignant tumor of breast,19896266,2014-12-30 02:30:25.181722,2014-12-30 02:30:25.181722
34335,trastuzumab,malignant neoplastic disease,19896266,2014-12-30 02:30:25.191756,2014-12-30 02:30:25.191756
34336,trastuzumab,"neoplasm, malignant (primary)",19896266,2014-12-30 02:30:25.201642,2014-12-30 02:30:25.201642
34337,trastuzumab,malignant tumor of breast,19896266,2014-12-30 02:30:25.211759,2014-12-30 02:30:25.211759
34338,glycopeptides,allergic disposition,19910026,2014-12-30 02:30:25.222134,2014-12-30 02:30:25.222134
34339,bromelains,allergic disposition,19910026,2014-12-30 02:30:25.232395,2014-12-30 02:30:25.232395
34340,stem bromelain,allergic disposition,19910026,2014-12-30 02:30:25.242111,2014-12-30 02:30:25.242111
34341,omega-n-methylarginine,pertussis,19940980,2014-12-30 02:30:25.251639,2014-12-30 02:30:25.251639
34342,4-methoxyamphetamine,status of invasion by tumor,19969058,2014-12-30 02:30:25.26118,2014-12-30 02:30:25.26118
34343,4-methoxyamphetamine,mobility,19969058,2014-12-30 02:30:25.270583,2014-12-30 02:30:25.270583
34344,4-methoxyamphetamine,rheumatoid arthritis,19969058,2014-12-30 02:30:25.283646,2014-12-30 02:30:25.283646
34345,4-methoxyamphetamine,malignant neoplastic disease,19969058,2014-12-30 02:30:25.292813,2014-12-30 02:30:25.292813
34346,4-methoxyamphetamine,"neoplasm, malignant (primary)",19969058,2014-12-30 02:30:25.301909,2014-12-30 02:30:25.301909
34347,4-methoxyamphetamine,malignant tumor of breast,19969058,2014-12-30 02:30:25.310969,2014-12-30 02:30:25.310969
34348,4-methoxyamphetamine,tissue repair,19969058,2014-12-30 02:30:25.320192,2014-12-30 02:30:25.320192
34351,fibrin tissue adhesive,adverse reaction,20183534,2014-12-30 02:30:25.347288,2014-12-30 02:30:25.347288
34352,collagen type i trimeric cross-linked peptide,"neoplasm, malignant (primary)",20336348,2014-12-30 02:30:25.356896,2014-12-30 02:30:25.356896
34353,collagen type i trimeric cross-linked peptide,bone remodeling,20336348,2014-12-30 02:30:25.365721,2014-12-30 02:30:25.365721
34354,collagen type i trimeric cross-linked peptide,neoplasm,20336348,2014-12-30 02:30:25.374381,2014-12-30 02:30:25.374381
34355,collagen type i trimeric cross-linked peptide,general metabolic function,20336348,2014-12-30 02:30:25.383298,2014-12-30 02:30:25.383298
34356,collagen type i trimeric cross-linked peptide,motility,20336348,2014-12-30 02:30:25.392387,2014-12-30 02:30:25.392387
34357,collagen type i trimeric cross-linked peptide,malignant neoplastic disease,20336348,2014-12-30 02:30:25.40139,2014-12-30 02:30:25.40139
34358,collagen type i trimeric cross-linked peptide,asymptomatic,20336348,2014-12-30 02:30:25.410176,2014-12-30 02:30:25.410176
34359,ixodides,sweating,20358686,2014-12-30 02:30:25.419037,2014-12-30 02:30:25.419037
34360,ixodides,circulatory failure,20358686,2014-12-30 02:30:25.427991,2014-12-30 02:30:25.427991
34361,ixodides,hypotension,20358686,2014-12-30 02:30:25.439943,2014-12-30 02:30:25.439943
34362,ixodides,neuropathy,20358686,2014-12-30 02:30:25.449591,2014-12-30 02:30:25.449591
34363,ixodides,swelling,20358686,2014-12-30 02:30:25.458942,2014-12-30 02:30:25.458942
34364,ixodides,necrosis,20358686,2014-12-30 02:30:25.467938,2014-12-30 02:30:25.467938
34365,ixodides,disability,20358686,2014-12-30 02:30:25.476977,2014-12-30 02:30:25.476977
34366,ixodides,sweating symptom,20358686,2014-12-30 02:30:25.486227,2014-12-30 02:30:25.486227
34367,ixodides,hypertension,20358686,2014-12-30 02:30:25.496184,2014-12-30 02:30:25.496184
34368,ixodides,hypertensive disorder,20358686,2014-12-30 02:30:25.505702,2014-12-30 02:30:25.505702
34369,ixodides,abdominal pain,20358686,2014-12-30 02:30:25.51536,2014-12-30 02:30:25.51536
34370,ixodides,convulsions,20358686,2014-12-30 02:30:25.52662,2014-12-30 02:30:25.52662
34371,ixodides,headache,20358686,2014-12-30 02:30:25.536152,2014-12-30 02:30:25.536152
34372,ixodides,helminth infection,21438646,2014-12-30 02:30:25.546583,2014-12-30 02:30:25.546583
34373,ixodides,leech infestation,21438646,2014-12-30 02:30:25.55735,2014-12-30 02:30:25.55735
34374,ixodides,osteoarthritis,21438646,2014-12-30 02:30:25.572576,2014-12-30 02:30:25.572576
34375,ixodides,general metabolic function,21438646,2014-12-30 02:30:25.582387,2014-12-30 02:30:25.582387
34376,ixodides,inflammatory bowel disease,21438646,2014-12-30 02:30:25.595837,2014-12-30 02:30:25.595837
34377,ankyrin repeat,sweating,20358687,2014-12-30 02:30:25.60548,2014-12-30 02:30:25.60548
34378,ankyrin repeat,poisoning due to black widow spider venom,20358687,2014-12-30 02:30:25.615406,2014-12-30 02:30:25.615406
34379,ankyrin repeat,sweating increased,20358687,2014-12-30 02:30:25.625443,2014-12-30 02:30:25.625443
34380,ankyrin repeat,neuropathy,20358687,2014-12-30 02:30:25.637637,2014-12-30 02:30:25.637637
34381,ankyrin repeat,excessive sweating,20358687,2014-12-30 02:30:25.716831,2014-12-30 02:30:25.716831
34382,ankyrin repeat,muscle contractions involuntary,20358687,2014-12-30 02:30:25.726611,2014-12-30 02:30:25.726611
34383,ankyrin repeat,anxiety,20358687,2014-12-30 02:30:25.735995,2014-12-30 02:30:25.735995
34384,ankyrin repeat,tremor,20358687,2014-12-30 02:30:25.745392,2014-12-30 02:30:25.745392
34385,ankyrin repeat,dystonia,20358687,2014-12-30 02:30:25.754486,2014-12-30 02:30:25.754486
34386,ankyrin repeat,tachycardia,20358687,2014-12-30 02:30:25.764468,2014-12-30 02:30:25.764468
34387,ankyrin repeat,tachyarrhythmia,20358687,2014-12-30 02:30:25.776062,2014-12-30 02:30:25.776062
34388,"receptors, presynaptic",sweating,20358687,2014-12-30 02:30:25.785666,2014-12-30 02:30:25.785666
34389,"receptors, presynaptic",poisoning due to black widow spider venom,20358687,2014-12-30 02:30:25.795209,2014-12-30 02:30:25.795209
34390,"receptors, presynaptic",sweating increased,20358687,2014-12-30 02:30:25.808057,2014-12-30 02:30:25.808057
34391,"receptors, presynaptic",neuropathy,20358687,2014-12-30 02:30:25.817572,2014-12-30 02:30:25.817572
34392,"receptors, presynaptic",excessive sweating,20358687,2014-12-30 02:30:25.827536,2014-12-30 02:30:25.827536
34393,"receptors, presynaptic",muscle contractions involuntary,20358687,2014-12-30 02:30:25.838032,2014-12-30 02:30:25.838032
34394,"receptors, presynaptic",anxiety,20358687,2014-12-30 02:30:25.848086,2014-12-30 02:30:25.848086
34395,"receptors, presynaptic",tremor,20358687,2014-12-30 02:30:25.857704,2014-12-30 02:30:25.857704
34396,"receptors, presynaptic",dystonia,20358687,2014-12-30 02:30:25.868601,2014-12-30 02:30:25.868601
34397,"receptors, presynaptic",tachycardia,20358687,2014-12-30 02:30:25.884438,2014-12-30 02:30:25.884438
34398,"receptors, presynaptic",tachyarrhythmia,20358687,2014-12-30 02:30:25.895956,2014-12-30 02:30:25.895956
34399,amastigote form of protozoa,disease caused by parasite,20433834,2014-12-30 02:30:25.90709,2014-12-30 02:30:25.90709
34400,amastigote form of protozoa,infectious disease,20433834,2014-12-30 02:30:25.916774,2014-12-30 02:30:25.916774
34401,amastigote form of protozoa,infection,20433834,2014-12-30 02:30:25.926278,2014-12-30 02:30:25.926278
34402,amastigote form of protozoa,leishmaniasis,23830987,2014-12-30 02:30:25.940025,2014-12-30 02:30:25.940025
34403,trypanosoma cruzi,disease caused by parasite,20433834,2014-12-30 02:30:25.949792,2014-12-30 02:30:25.949792
34404,trypanosoma cruzi,infectious disease,20433834,2014-12-30 02:30:25.959841,2014-12-30 02:30:25.959841
34405,trypanosoma cruzi,infection,20433834,2014-12-30 02:30:25.969537,2014-12-30 02:30:25.969537
34406,o(6)-methylguanine-dna methyltransferase,neoplasm,20439646,2014-12-30 02:30:25.979093,2014-12-30 02:30:25.979093
34407,o(6)-methylguanine-dna methyltransferase,glioblastoma,20439646,2014-12-30 02:30:25.991755,2014-12-30 02:30:25.991755
34414,huwentoxin iii,plaque,20506577,2014-12-30 02:30:26.06007,2014-12-30 02:30:26.06007
34415,protozoan parasite,resonance,20526637,2014-12-30 02:30:26.069134,2014-12-30 02:30:26.069134
34416,salmon calcitonin,eating routine,20554932,2014-12-30 02:30:26.078291,2014-12-30 02:30:26.078291
34417,salmon calcitonin,food intake,20554932,2014-12-30 02:30:26.088108,2014-12-30 02:30:26.088108
34418,salmon calcitonin,eating,20554932,2014-12-30 02:30:26.097752,2014-12-30 02:30:26.097752
34419,apolipoproteins,fasting,20557887,2014-12-30 02:30:26.107365,2014-12-30 02:30:26.107365
34420,apolipoproteins,impaired glucose tolerance,20557887,2014-12-30 02:30:26.116628,2014-12-30 02:30:26.116628
34421,apolipoproteins,weight loss,20557887,2014-12-30 02:30:26.125804,2014-12-30 02:30:26.125804
34422,apolipoproteins b,fasting,20557887,2014-12-30 02:30:26.135002,2014-12-30 02:30:26.135002
34423,apolipoproteins b,impaired glucose tolerance,20557887,2014-12-30 02:30:26.148104,2014-12-30 02:30:26.148104
34424,apolipoproteins b,weight loss,20557887,2014-12-30 02:30:26.15725,2014-12-30 02:30:26.15725
34425,n-(3-n-(benzyloxycarbonyl)amino-1-carboxypropyl)leucyl-o-methyltyrosine n-methylamide,fasting,20580422,2014-12-30 02:30:26.166657,2014-12-30 02:30:26.166657
34426,n-(3-n-(benzyloxycarbonyl)amino-1-carboxypropyl)leucyl-o-methyltyrosine n-methylamide,hypoglycaemia,20580422,2014-12-30 02:30:26.176038,2014-12-30 02:30:26.176038
34427,n-(3-n-(benzyloxycarbonyl)amino-1-carboxypropyl)leucyl-o-methyltyrosine n-methylamide,hypoglycemia,20580422,2014-12-30 02:30:26.185514,2014-12-30 02:30:26.185514
34428,n-(3-n-(benzyloxycarbonyl)amino-1-carboxypropyl)leucyl-o-methyltyrosine n-methylamide,weight loss,20580422,2014-12-30 02:30:26.195004,2014-12-30 02:30:26.195004
34429,n-(3-n-(benzyloxycarbonyl)amino-1-carboxypropyl)leucyl-o-methyltyrosine n-methylamide,peripheral edema,20580422,2014-12-30 02:30:26.204477,2014-12-30 02:30:26.204477
34430,n-(3-n-(benzyloxycarbonyl)amino-1-carboxypropyl)leucyl-o-methyltyrosine n-methylamide,infection,20580422,2014-12-30 02:30:26.214562,2014-12-30 02:30:26.214562
34431,n-(3-n-(benzyloxycarbonyl)amino-1-carboxypropyl)leucyl-o-methyltyrosine n-methylamide,infectious disease,20580422,2014-12-30 02:30:26.225412,2014-12-30 02:30:26.225412
34432,n-(3-n-(benzyloxycarbonyl)amino-1-carboxypropyl)leucyl-o-methyltyrosine n-methylamide,diarrhoea,20580422,2014-12-30 02:30:26.235892,2014-12-30 02:30:26.235892
34433,n-(3-n-(benzyloxycarbonyl)amino-1-carboxypropyl)leucyl-o-methyltyrosine n-methylamide,nausea,20580422,2014-12-30 02:30:26.30746,2014-12-30 02:30:26.30746
34434,beta-lactamase,intravascular hemolysis,20600224,2014-12-30 02:30:26.32344,2014-12-30 02:30:26.32344
34435,beta-lactamases,intravascular hemolysis,20600224,2014-12-30 02:30:26.332583,2014-12-30 02:30:26.332583
34436,annexin a2,blood vessel permeability,20607799,2014-12-30 02:30:26.341369,2014-12-30 02:30:26.341369
34437,annexin a2,neoplasm,20607799,2014-12-30 02:30:26.35017,2014-12-30 02:30:26.35017
34438,annexin a2,exudative age-related macular degeneration,20607799,2014-12-30 02:30:26.359173,2014-12-30 02:30:26.359173
34439,annexin a2,diabetic retinopathy,20607799,2014-12-30 02:30:26.368733,2014-12-30 02:30:26.368733
34440,annexin a2,ischemia,20607799,2014-12-30 02:30:26.378192,2014-12-30 02:30:26.378192
34441,tli polymerase,menstruation,20643156,2014-12-30 02:30:26.387693,2014-12-30 02:30:26.387693
34442,tli polymerase,ecchymosis,20643156,2014-12-30 02:30:26.396931,2014-12-30 02:30:26.396931
34443,tli polymerase,rash erythematous,20643156,2014-12-30 02:30:26.406185,2014-12-30 02:30:26.406185
34444,tli polymerase,purpura,20643156,2014-12-30 02:30:26.415301,2014-12-30 02:30:26.415301
34445,tli polymerase,dizziness,20643156,2014-12-30 02:30:26.424373,2014-12-30 02:30:26.424373
34446,tli polymerase,hemostatic function,20643156,2014-12-30 02:30:26.434972,2014-12-30 02:30:26.434972
34447,saxagliptin,weight loss,20644202,2014-12-30 02:30:26.444809,2014-12-30 02:30:26.444809
34448,saxagliptin,hypoglycemia,20644202,2014-12-30 02:30:26.454444,2014-12-30 02:30:26.454444
34449,saxagliptin,type 2 diabetes mellitus,20644202,2014-12-30 02:30:26.463753,2014-12-30 02:30:26.463753
34450,saxagliptin,weight gain,20809667,2014-12-30 02:30:26.472771,2014-12-30 02:30:26.472771
34451,saxagliptin,hypoglycemia,20809667,2014-12-30 02:30:26.482067,2014-12-30 02:30:26.482067
34452,saxagliptin,food appetite,20809667,2014-12-30 02:30:26.49137,2014-12-30 02:30:26.49137
34453,saxagliptin,weight loss,20809667,2014-12-30 02:30:26.500503,2014-12-30 02:30:26.500503
34454,saxagliptin,adverse reaction,21266202,2014-12-30 02:30:26.509679,2014-12-30 02:30:26.509679
34455,saxagliptin,hypoglycemia,21293084,2014-12-30 02:30:26.519103,2014-12-30 02:30:26.519103
34456,saxagliptin,type 2 diabetes mellitus,21293084,2014-12-30 02:30:26.529093,2014-12-30 02:30:26.529093
34457,saxagliptin,blood pressure,21293084,2014-12-30 02:30:26.538407,2014-12-30 02:30:26.538407
34458,saxagliptin,hyperglycemia,21293084,2014-12-30 02:30:26.547678,2014-12-30 02:30:26.547678
34459,saxagliptin,asthenia,21293084,2014-12-30 02:30:26.556843,2014-12-30 02:30:26.556843
34460,saxagliptin,weight loss,21293084,2014-12-30 02:30:26.566464,2014-12-30 02:30:26.566464
34461,saxagliptin,obesity,21293084,2014-12-30 02:30:26.579107,2014-12-30 02:30:26.579107
34462,saxagliptin,disorder of cardiovascular system,21293084,2014-12-30 02:30:26.589279,2014-12-30 02:30:26.589279
34463,saxagliptin,1/3 meter,22071295,2014-12-30 02:30:26.598794,2014-12-30 02:30:26.598794
34464,saxagliptin,fasting,22382611,2014-12-30 02:30:26.608985,2014-12-30 02:30:26.608985
34465,saxagliptin,blood pressure,22382611,2014-12-30 02:30:26.618621,2014-12-30 02:30:26.618621
34466,saxagliptin,nausea,22382611,2014-12-30 02:30:26.631672,2014-12-30 02:30:26.631672
34467,saxagliptin,pancreatitis,22405266,2014-12-30 02:30:26.64103,2014-12-30 02:30:26.64103
34468,saxagliptin,blood pressure,22405266,2014-12-30 02:30:26.650329,2014-12-30 02:30:26.650329
34469,saxagliptin,hypoglycaemia,22405266,2014-12-30 02:30:26.66002,2014-12-30 02:30:26.66002
34470,saxagliptin,hypoglycemia,22405266,2014-12-30 02:30:26.669455,2014-12-30 02:30:26.669455
34471,saxagliptin,weight loss,22405266,2014-12-30 02:30:26.679203,2014-12-30 02:30:26.679203
34472,saxagliptin,nausea,22405266,2014-12-30 02:30:26.688638,2014-12-30 02:30:26.688638
34473,saxagliptin,obese,22432846,2014-12-30 02:30:26.698424,2014-12-30 02:30:26.698424
34474,saxagliptin,hypoglycemia,22432846,2014-12-30 02:30:26.70743,2014-12-30 02:30:26.70743
34475,saxagliptin,motility,22432846,2014-12-30 02:30:26.716322,2014-12-30 02:30:26.716322
34476,saxagliptin,gastric motility,22432846,2014-12-30 02:30:26.726198,2014-12-30 02:30:26.726198
34477,saxagliptin,food intake,22432846,2014-12-30 02:30:26.735631,2014-12-30 02:30:26.735631
34478,saxagliptin,nausea,22432846,2014-12-30 02:30:26.746646,2014-12-30 02:30:26.746646
34479,saxagliptin,disorder of cardiovascular system,22804841,2014-12-30 02:30:26.756625,2014-12-30 02:30:26.756625
34480,saxagliptin,anxiety,22804841,2014-12-30 02:30:26.766736,2014-12-30 02:30:26.766736
34481,saxagliptin,hypoglycaemia,22804841,2014-12-30 02:30:26.776884,2014-12-30 02:30:26.776884
34482,saxagliptin,hyperglycemia,22804841,2014-12-30 02:30:26.786821,2014-12-30 02:30:26.786821
34483,saxagliptin,hypoglycemia,22804841,2014-12-30 02:30:26.796239,2014-12-30 02:30:26.796239
34484,saxagliptin,hyperglycaemia,22804841,2014-12-30 02:30:26.80557,2014-12-30 02:30:26.80557
34485,saxagliptin,obesity,22804841,2014-12-30 02:30:26.872041,2014-12-30 02:30:26.872041
34486,centruroides suffusus,paralysis,20682774,2014-12-30 02:30:26.881445,2014-12-30 02:30:26.881445
34487,centruroides suffusus,fit and well,20682774,2014-12-30 02:30:26.890654,2014-12-30 02:30:26.890654
34488,amino acid transport systems,retinal damage,20688733,2014-12-30 02:30:26.899657,2014-12-30 02:30:26.899657
34489,amino acid transport systems,diabetic retinopathy,20688733,2014-12-30 02:30:26.909451,2014-12-30 02:30:26.909451
34490,amino acid transport systems,retinal disorder,20688733,2014-12-30 02:30:26.918707,2014-12-30 02:30:26.918707
34491,excitatory amino acids,retinal damage,20688733,2014-12-30 02:30:26.930222,2014-12-30 02:30:26.930222
34492,excitatory amino acids,diabetic retinopathy,20688733,2014-12-30 02:30:26.941434,2014-12-30 02:30:26.941434
34493,excitatory amino acids,retinal disorder,20688733,2014-12-30 02:30:26.955052,2014-12-30 02:30:26.955052
34494,chemical irritant,spontaneous pain,20696145,2014-12-30 02:30:26.968234,2014-12-30 02:30:26.968234
34495,chemical irritant,injection site inflammation,20696145,2014-12-30 02:30:26.978986,2014-12-30 02:30:26.978986
34496,chemical irritant,hyperaesthesia,20696145,2014-12-30 02:30:26.993327,2014-12-30 02:30:26.993327
34497,"receptors, opioid, mu",spontaneous pain,20696145,2014-12-30 02:30:27.003446,2014-12-30 02:30:27.003446
34498,"receptors, opioid, mu",injection site inflammation,20696145,2014-12-30 02:30:27.013239,2014-12-30 02:30:27.013239
34499,"receptors, opioid, mu",hyperaesthesia,20696145,2014-12-30 02:30:27.022338,2014-12-30 02:30:27.022338
34500,irritants,spontaneous pain,20696145,2014-12-30 02:30:27.040765,2014-12-30 02:30:27.040765
34501,irritants,injection site inflammation,20696145,2014-12-30 02:30:27.057657,2014-12-30 02:30:27.057657
34502,irritants,hyperaesthesia,20696145,2014-12-30 02:30:27.068389,2014-12-30 02:30:27.068389
34503,hmgb1 protein,circulatory failure,20702808,2014-12-30 02:30:27.078289,2014-12-30 02:30:27.078289
34504,hmgb1 protein,mobility,20702808,2014-12-30 02:30:27.088159,2014-12-30 02:30:27.088159
34505,octaarginine,blood glucose concentration,20800631,2014-12-30 02:30:27.097461,2014-12-30 02:30:27.097461
34506,order coleoptera,psoriasis,20806997,2014-12-30 02:30:27.106562,2014-12-30 02:30:27.106562
34507,order coleoptera,blister,20806997,2014-12-30 02:30:27.115781,2014-12-30 02:30:27.115781
34508,order coleoptera,diaper rash,20806997,2014-12-30 02:30:27.129483,2014-12-30 02:30:27.129483
34509,order coleoptera,molluscum contagiosum,20806997,2014-12-30 02:30:27.138615,2014-12-30 02:30:27.138615
34510,order coleoptera,aphthous ulcer of mouth,20806997,2014-12-30 02:30:27.147896,2014-12-30 02:30:27.147896
34511,order coleoptera,rheumatoid arthritis,20806997,2014-12-30 02:30:27.157047,2014-12-30 02:30:27.157047
34512,order coleoptera,atopic dermatitis,20806997,2014-12-30 02:30:27.166797,2014-12-30 02:30:27.166797
34513,order coleoptera,dermatophytosis,20806997,2014-12-30 02:30:27.175844,2014-12-30 02:30:27.175844
34514,order coleoptera,verruca,20806997,2014-12-30 02:30:27.191877,2014-12-30 02:30:27.191877
34515,order coleoptera,molluscum contagiosum infection,20806997,2014-12-30 02:30:27.201473,2014-12-30 02:30:27.201473
34516,order coleoptera,dermatitis fungal,20806997,2014-12-30 02:30:27.212333,2014-12-30 02:30:27.212333
34517,order coleoptera,tissue repair,20806997,2014-12-30 02:30:27.221547,2014-12-30 02:30:27.221547
34518,order coleoptera,pityriasis versicolor,20806997,2014-12-30 02:30:27.231563,2014-12-30 02:30:27.231563
34519,order coleoptera,urticaria,20806997,2014-12-30 02:30:27.251005,2014-12-30 02:30:27.251005
34520,order coleoptera,circulatory failure,22890734,2014-12-30 02:30:27.261956,2014-12-30 02:30:27.261956
34521,order coleoptera,articulation,22890734,2014-12-30 02:30:27.272422,2014-12-30 02:30:27.272422
34522,order coleoptera,ankylosis,22890734,2014-12-30 02:30:27.283941,2014-12-30 02:30:27.283941
34523,order coleoptera,dermatitis,22890734,2014-12-30 02:30:27.29814,2014-12-30 02:30:27.29814
34524,order coleoptera,tunga penetrans infestation,22890734,2014-12-30 02:30:27.308042,2014-12-30 02:30:27.308042
34525,order coleoptera,eczema,22890734,2014-12-30 02:30:27.319587,2014-12-30 02:30:27.319587
34526,order coleoptera,infestation by fly larvae,22890734,2014-12-30 02:30:27.330573,2014-12-30 02:30:27.330573
34527,cantharidin,psoriasis,20806997,2014-12-30 02:30:27.343411,2014-12-30 02:30:27.343411
34528,cantharidin,blister,20806997,2014-12-30 02:30:27.353405,2014-12-30 02:30:27.353405
34529,cantharidin,diaper rash,20806997,2014-12-30 02:30:27.364835,2014-12-30 02:30:27.364835
34530,cantharidin,molluscum contagiosum,20806997,2014-12-30 02:30:27.374868,2014-12-30 02:30:27.374868
34531,cantharidin,aphthous ulcer of mouth,20806997,2014-12-30 02:30:27.391466,2014-12-30 02:30:27.391466
34532,cantharidin,rheumatoid arthritis,20806997,2014-12-30 02:30:27.402872,2014-12-30 02:30:27.402872
34533,cantharidin,atopic dermatitis,20806997,2014-12-30 02:30:27.42357,2014-12-30 02:30:27.42357
34534,cantharidin,dermatophytosis,20806997,2014-12-30 02:30:27.444137,2014-12-30 02:30:27.444137
34535,cantharidin,verruca,20806997,2014-12-30 02:30:27.458677,2014-12-30 02:30:27.458677
34536,cantharidin,molluscum contagiosum infection,20806997,2014-12-30 02:30:27.479087,2014-12-30 02:30:27.479087
34537,cantharidin,dermatitis fungal,20806997,2014-12-30 02:30:27.650116,2014-12-30 02:30:27.650116
34538,cantharidin,tissue repair,20806997,2014-12-30 02:30:27.661354,2014-12-30 02:30:27.661354
34539,cantharidin,pityriasis versicolor,20806997,2014-12-30 02:30:27.672275,2014-12-30 02:30:27.672275
34540,cantharidin,urticaria,20806997,2014-12-30 02:30:27.681596,2014-12-30 02:30:27.681596
34541,cantharidin,malignant neoplastic disease,21658450,2014-12-30 02:30:27.691269,2014-12-30 02:30:27.691269
34542,cantharidin,"neoplasm, malignant (primary)",21658450,2014-12-30 02:30:27.702733,2014-12-30 02:30:27.702733
34543,cantharidin,tissue repair,21658450,2014-12-30 02:30:27.71482,2014-12-30 02:30:27.71482
34544,cantharidin,circulatory failure,22890734,2014-12-30 02:30:27.730998,2014-12-30 02:30:27.730998
34545,cantharidin,articulation,22890734,2014-12-30 02:30:27.744148,2014-12-30 02:30:27.744148
34546,cantharidin,ankylosis,22890734,2014-12-30 02:30:27.758611,2014-12-30 02:30:27.758611
34547,cantharidin,dermatitis,22890734,2014-12-30 02:30:27.772563,2014-12-30 02:30:27.772563
34548,cantharidin,tunga penetrans infestation,22890734,2014-12-30 02:30:27.79391,2014-12-30 02:30:27.79391
34549,cantharidin,eczema,22890734,2014-12-30 02:30:27.835975,2014-12-30 02:30:27.835975
34550,cantharidin,infestation by fly larvae,22890734,2014-12-30 02:30:27.856968,2014-12-30 02:30:27.856968
34551,alpha-glucosidase,weight gain,20809667,2014-12-30 02:30:27.8729,2014-12-30 02:30:27.8729
34552,alpha-glucosidase,hypoglycemia,20809667,2014-12-30 02:30:27.885885,2014-12-30 02:30:27.885885
34553,alpha-glucosidase,food appetite,20809667,2014-12-30 02:30:27.895221,2014-12-30 02:30:27.895221
34554,alpha-glucosidase,weight loss,20809667,2014-12-30 02:30:27.904498,2014-12-30 02:30:27.904498
34555,botulinum toxins,weight loss,20850839,2014-12-30 02:30:27.913832,2014-12-30 02:30:27.913832
34556,cobra cardiotoxin proteins,weight loss,20850839,2014-12-30 02:30:27.923315,2014-12-30 02:30:27.923315
34557,botulinum toxin type a,weight loss,20850839,2014-12-30 02:30:27.932843,2014-12-30 02:30:27.932843
34558,botulinum toxin type a,ptosis,23471322,2014-12-30 02:30:27.942434,2014-12-30 02:30:27.942434
34559,botulinum toxin type a,necrosis,23471322,2014-12-30 02:30:27.952609,2014-12-30 02:30:27.952609
34560,botulinum toxin type a,paralysis,23471322,2014-12-30 02:30:27.962253,2014-12-30 02:30:27.962253
34561,botulinum toxin type a,regeneration,23471322,2014-12-30 02:30:27.971743,2014-12-30 02:30:27.971743
34562,botulinum toxin type a,fibrillation,23471322,2014-12-30 02:30:27.987413,2014-12-30 02:30:27.987413
34563,botulinum toxin type a,prolapse,23471322,2014-12-30 02:30:28.004925,2014-12-30 02:30:28.004925
34564,botulinum toxin type a,weight loss,20850839,2014-12-30 02:30:28.015635,2014-12-30 02:30:28.015635
34565,botulinum toxin type a,ptosis,23471322,2014-12-30 02:30:28.029534,2014-12-30 02:30:28.029534
34566,botulinum toxin type a,necrosis,23471322,2014-12-30 02:30:28.039267,2014-12-30 02:30:28.039267
