toxprot_id	pmid	PID	PMID	SID	s_cui	s_type	s_name	predicate	o_cui	o_type	o_name
C0HJI9	24440452	1399091	24440452	153829194	C0003450	aapp	Antivenins	ISA	C0087111	topp	Therapeutic procedure
Q802I1	12220723	3539371	12220723	59621794	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P81783	12813007	3539371	12813007	61795867	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P81783	12813007	3539371	12813007	61796156	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P81783	11884390	3539371	11884390	62356080	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P81783	12595733	3539371	12595733	67557647	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P81782	11736642	3539371	11736642	69650421	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P81782	11736642	3539371	11736642	69650544	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P83346	12351845	3539371	12351845	77365754	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P83346	12351845	3539371	12351845	77365875	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P81782	11053837	3539371	11053837	78061487	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T3J2	14505938	3539371	14505938	82453102	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84473	14769867	3539371	14769867	90767966	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84470	14769867	3539371	14769867	90767966	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84471	14769867	3539371	14769867	90767966	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84472	14769867	3539371	14769867	90767966	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84475	14769867	3539371	14769867	90767966	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84474	14769867	3539371	14769867	90767966	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84473	14769867	3539371	14769867	90768173	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84470	14769867	3539371	14769867	90768173	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84471	14769867	3539371	14769867	90768173	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84472	14769867	3539371	14769867	90768173	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84475	14769867	3539371	14769867	90768173	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84474	14769867	3539371	14769867	90768173	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T2Q6	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S50	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T1R0	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T2Q5	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T2Q4	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S51	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T1R1	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S48	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S49	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T2Q6	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S50	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T1R0	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T2Q5	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T2Q4	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S51	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T1R1	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S48	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S49	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P85140	19728988	3539371	19728988	116776559	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q9PRI1	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPE6	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q9PUB7	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
C6JUP2	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPD6	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPD3	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P58370	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPD5	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPD8	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPD7	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPD9	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPE4	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
C6JUP1	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
C6JUP3	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPE0	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPE2	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPE3	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPE8	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P0DM46	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
C6JUN9	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q8AXW7	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPF0	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P0DM47	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P00617	303565	743948	303565	11471679	C0206316	rept	Bungarus	ISA	C0037382	rept	Snakes
Q802I1	12220723	3539371	12220723	59621794	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P81783	12813007	3539371	12813007	61795867	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P81783	12813007	3539371	12813007	61796156	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P81783	11884390	3539371	11884390	62356080	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P81783	12595733	3539371	12595733	67557647	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P81782	11736642	3539371	11736642	69650421	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P81782	11736642	3539371	11736642	69650544	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P83346	12351845	3539371	12351845	77365754	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P83346	12351845	3539371	12351845	77365875	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P81782	11053837	3539371	11053837	78061487	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T3J2	14505938	3539371	14505938	82453102	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84473	14769867	3539371	14769867	90767966	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84470	14769867	3539371	14769867	90767966	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84471	14769867	3539371	14769867	90767966	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84472	14769867	3539371	14769867	90767966	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84475	14769867	3539371	14769867	90767966	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84474	14769867	3539371	14769867	90767966	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84473	14769867	3539371	14769867	90768173	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84470	14769867	3539371	14769867	90768173	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84471	14769867	3539371	14769867	90768173	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84472	14769867	3539371	14769867	90768173	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84475	14769867	3539371	14769867	90768173	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84474	14769867	3539371	14769867	90768173	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T2Q6	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S50	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T1R0	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T2Q5	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T2Q4	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S51	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T1R1	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S48	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S49	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T2Q6	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S50	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T1R0	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T2Q5	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T2Q4	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S51	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T1R1	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S48	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S49	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P85140	19728988	3539371	19728988	116776559	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q9PRI1	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPE6	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q9PUB7	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
C6JUP2	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPD6	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPD3	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P58370	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPD5	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPD8	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPD7	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPD9	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPE4	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
C6JUP1	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
C6JUP3	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPE0	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPE2	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPE3	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPE8	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P0DM46	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
C6JUN9	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q8AXW7	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPF0	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P0DM47	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q802I1	12220723	3539371	12220723	59621794	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P81783	12813007	3539371	12813007	61795867	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P81783	12813007	3539371	12813007	61796156	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P81783	11884390	3539371	11884390	62356080	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P81783	12595733	3539371	12595733	67557647	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P81782	11736642	3539371	11736642	69650421	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P81782	11736642	3539371	11736642	69650544	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P83346	12351845	3539371	12351845	77365754	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P83346	12351845	3539371	12351845	77365875	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P81782	11053837	3539371	11053837	78061487	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T3J2	14505938	3539371	14505938	82453102	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84473	14769867	3539371	14769867	90767966	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84470	14769867	3539371	14769867	90767966	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84471	14769867	3539371	14769867	90767966	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84472	14769867	3539371	14769867	90767966	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84475	14769867	3539371	14769867	90767966	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84474	14769867	3539371	14769867	90767966	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84473	14769867	3539371	14769867	90768173	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84470	14769867	3539371	14769867	90768173	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84471	14769867	3539371	14769867	90768173	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84472	14769867	3539371	14769867	90768173	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84475	14769867	3539371	14769867	90768173	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P84474	14769867	3539371	14769867	90768173	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T2Q6	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S50	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T1R0	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T2Q5	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T2Q4	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S51	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T1R1	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S48	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S49	16458338	3539371	16458338	103670842	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T2Q6	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S50	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T1R0	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T2Q5	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T2Q4	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S51	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q7T1R1	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S48	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q75S49	16458338	3539371	16458338	103671030	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P85140	19728988	3539371	19728988	116776559	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q9PRI1	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPE6	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q9PUB7	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
C6JUP2	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPD6	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPD3	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P58370	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPD5	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPD8	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPD7	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPD9	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPE4	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
C6JUP1	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
C6JUP3	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPE0	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPE2	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPE3	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPE8	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P0DM46	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
C6JUN9	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
Q8AXW7	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
F5CPF0	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
P0DM47	21515432	3539371	21515432	126350872	C0327474	rept	Bungarus candidus	ISA	C0206316	rept	Bungarus
C0HJI9	24440452	1406260	24440452	153829194	C0003450	phsu	Antivenins	TREATS	C0030705	podg	Patients
P14613	2807733	797991	2807733	21453509	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
P60303	2807733	797991	2807733	21453509	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
P14613	2807733	797991	2807733	21454135	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
P60303	2807733	797991	2807733	21454135	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
P15226	6477555	797991	6477555	33632918	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q9PRW4	1616487	797991	1616487	43412374	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q9PRW3	8024586	797991	8024586	46876899	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q9PRW2	8024586	797991	8024586	46876899	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q9PRW4	8024586	797991	8024586	46876899	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
P34182	8914925	797991	8914925	47532103	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
P24335	8858103	797991	8858103	48144588	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
O42187	9761847	797991	9761847	66033463	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
P24605	11240369	797991	11240369	66054956	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
P24605	11240369	797991	11240369	66054956	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
P20474	11240369	797991	11240369	66054956	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
P0C616	11240369	797991	11240369	66054956	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
O42187	10728829	797991	10728829	81608551	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
P81428	15930152	797991	15930152	82497974	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
P83370	15930152	797991	15930152	82497974	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q58L96	15930152	797991	15930152	82497974	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q58L94	15930152	797991	15930152	82497974	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q58L90	15930152	797991	15930152	82497974	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q58L91	15930152	797991	15930152	82497974	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q58L95	15930152	797991	15930152	82497974	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q58L93	15930152	797991	15930152	82497974	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q6X5S8	14557069	797991	14557069	83003925	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q6X5S2	14557069	797991	14557069	83003925	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q6X5S7	14557069	797991	14557069	83003925	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q6X5T1	14557069	797991	14557069	83003925	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q6X5S3	14557069	797991	14557069	83003925	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q6X5S5	14557069	797991	14557069	83003925	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q6X5T3	14557069	797991	14557069	83003925	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q6X5S1	14557069	797991	14557069	83003925	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q6X5S0	14557069	797991	14557069	83003925	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q6X5S6	14557069	797991	14557069	83003925	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q6X5S9	14557069	797991	14557069	83003925	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q6X5S4	14557069	797991	14557069	83003925	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q6X5T5	14557069	797991	14557069	83003925	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q6X5T0	14557069	797991	14557069	83003925	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q6X5T2	14557069	797991	14557069	83003925	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q6X5T4	14557069	797991	14557069	83003925	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q7SZN0	15735790	797991	15735790	84615776	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q7SZN0	15735790	797991	15735790	84615776	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
P30431	14602113	797991	14602113	88724721	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q6X1T6	14602118	797991	14602118	88730985	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q6T6T4	17203976	797991	17203976	92136116	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q6T6T3	17203976	797991	17203976	92136116	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q6T6T2	17203976	797991	17203976	92136116	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
Q6T6S7	17203976	797991	17203976	92136116	C0042479	bacs	Venoms	ISA	C0040549	bacs	Toxin
